RAM,Loại RAM,Tốc độ Bus RAM,Hỗ trợ RAM tối đa,Ổ cứng,data_id
16 GB,DDR5 (1 khe 8 GB onboard + 1 khe 8 GB),4800 MHz,24 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",337237
32 GB,LPDDR5 (Onboard),6400 MHz,Không hỗ trợ nâng cấp,1 TB SSD NVMe PCIe Gen 4,322959
16 GB,LPDDR5X (Onboard),7467 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,334796
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5600 MHz,16 GB,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",341623
16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,326148
32 GB,LPDDR5X (Onboard),7467 MHz,Không hỗ trợ nâng cấp,1 TB SSD NVMe PCIe Gen 4,333099
16 GB,DDR5 (1 khe 8 GB onboard + 1 khe 8 GB),4800 MHz,24 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",337242
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5600 MHz,64 GB,1 TB SSD M.2 PCIe,326280
16 GB,DDR5 (1 khe 16 GB + 1 khe rời),5600 MHz,96 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)",332579
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,64 GB,"1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 4 TB)",341750
16 GB,DDR5 (1 khe 16 GB onboard + 1 khe rời),4800 MHz,32 GB,512 GB SSD NVMe PCIe,338321
24 GB,LPDDR5X (Onboard),8000 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,335172
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5600 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",326059
16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),3200 MHz,32 GB,"['512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)', 'Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 2 TB)', 'Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng']",329337
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,32 GB,"1 TB SSD NVMe PCIe Gen 4 x 4 (Có thể tháo ra, lắp thanh khác nâng cấp tối đa 4 TB)",329789
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,64 GB,"1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",323585
16 GB,DDR5 (1 khe 16 GB + 1 khe rời),2400 MHz,96 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)",341608
16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),3200 MHz,32 GB,"['1 TB SSD M.2 PCIe', 'Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB)']",317709
16 GB,DDR5 (Onboard),5200 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,334799
16 GB,LPDDR5 (Onboard),6400 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,326824
32 GB,LPDDR5X (Onboard),8533 MHz,Không hỗ trợ nâng cấp,"['1 TB SSD NVMe PCIe Gen 4 x 4 (Có thể tháo ra, lắp thanh khác nâng cấp tối đa 4 TB)', 'Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng']",335020
32 GB,LPDDR5X (Onboard),8400 MHz,Không hỗ trợ nâng cấp,"1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",339659
16 GB,DDR5 (1 khe 16 GB + 1 khe rời),5200 MHz,64 GB,"512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 4 TB (2280))",341751
16 GB,DDR5 (1 khe 16 GB + 1 khe rời),5600 MHz,64 GB,1 TB SSD NVMe PCIe Gen 4,339685
8 GB,DDR4 (1 khe 4 GB + 1 khe 4 GB),3200 MHz,16 GB,512 GB SSD NVMe PCIe,311145
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),4800 MHz,32 GB,"['512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)', 'Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe Gen 4 mở rộng (nâng cấp tối đa 2 TB)']",315892
16 GB,DDR4 (1 khe 16 GB + 1 khe rời),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",327408
16 GB,DDR5 (1 khe 8 GB onboard + 1 khe 8 GB),4800 MHz,24 GB,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",334444
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,32 GB,1 TB SSD NVMe PCIe Gen 4,339648
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5600 MHz,96 GB,"512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 4 TB (2280))",341611
32 GB,LPDDR5X (Onboard),4800 MHz,32 GB,1 TB SSD NVMe PCIe Gen 4,321468
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5600 MHz,96 GB,512 GB SSD NVMe PCIe Gen 4.0,322099
16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),2666 MHz,16 GB,512 GB SSD NVMe PCIe,330165
32 GB,LPDDR5X (Onboard),7467 MHz,Không hỗ trợ nâng cấp,1 TB SSD NVMe PCIe Gen 4,334798
8 GB,DDR4 (1 khe 4 GB + 1 khe 4 GB),3200 MHz,32 GB,512 GB SSD NVMe PCIe,315911
16 GB,DDR5 (1 khe 16 GB + 1 khe rời),5200 MHz,64 GB,"512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 4 TB (2280))",341752
24 GB,DDR5 (1 khe 8 GB onboard + 1 khe 16 GB),4800 MHz,24 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",337241
32 GB,LPDDR5X (Onboard),7467 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",339658
16 GB,LPDDR5X (Onboard),5200 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe Gen 4.0,320431
16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",327974
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",325002
32 GB,LPDDR5X (Onboard),8533 MHz,Không hỗ trợ nâng cấp,"1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",339662
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,64 GB,"1 TB SSD NVMe PCIe Gen 4 x 4 (Có thể tháo ra, lắp thanh khác nâng cấp tối đa 4 TB)",337841
16 GB,DDR5 (1 khe 16 GB + 1 khe rời),5200 MHz,32 GB,"512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",342752
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5200 MHz,32 GB,1 TB SSD M.2 PCIe,326864
32 GB,LPDDR5X (Onboard),7500 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe Gen 4.0,334802
16 GB,LPDDR5 (Onboard),8448 MHz,Hãng không công bố,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",335835
16 GB,LPDDR5X (Onboard),8448 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,339234
32 GB,LPDDR5X (Onboard),8533 MHz,Không hỗ trợ nâng cấp,1 TB SSD M.2 PCIe,337236
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5600 MHz,96 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 4 TB)",339951
16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,"['512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))', 'Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 1 TB)']",327509
"16 GB (Nguyên bản 8GB, được nâng cấp thêm 8GB)",DDR5 (1 khe 8 GB + 1 khe 8 GB),5200 MHz,64 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",334805
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),4800 MHz,32 GB,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",322269
16 GB,DDR5 (1 khe 8 GB onboard + 1 khe 8 GB),4800 MHz,24 GB,"512 GB SSD NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",335551
16 GB,LPDDR5X (Onboard),6400 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",338313
16 GB,DDR5 (1 khe 8 GB onboard + 1 khe 8 GB),4800 MHz,24 GB,"512 GB SSD M.2 NVMe PCIe 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2280))",342758
32 GB,LPDDR5X (Onboard),8533 MHz,Không hỗ trợ nâng cấp,1 TB SSD NVMe PCIe Gen 4,330579
16 GB,DDR5 (1 khe 16 GB onboard + 1 khe rời),4800 MHz,32 GB,512 GB SSD NVMe PCIe Gen 4.0,334806
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,96 GB,"512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 4 TB (2280))",341609
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),6400 MHz,32 GB,"1 TB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242) / 2 TB (2280))",339541
16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,Không hỗ trợ nâng cấp,"['512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB (2280) / 1 TB (2230))', 'Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB)']",325242
16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,24 GB,512 GB SSD NVMe PCIe,311117
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),6400 MHz,32 GB,"1 TB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242) / 2 TB (2280))",339542
16 GB,LPDDR5X (Onboard),8448 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,339682
16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),2666 MHz,16 GB,"['512 GB SSD NVMe PCIe Gen 4.0', 'Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB)']",327982
16 GB,LPDDR5X (Onboard),7467 MHz,Không hỗ trợ nâng cấp,1 TB SSD NVMe PCIe Gen 4,328239
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5600 MHz,96 GB,"512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 4 TB (2280))",341610
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),4800 MHz,32 GB,"512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",320434
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,32 GB,1 TB SSD NVMe PCIe Gen 4,339650
16 GB,LPDDR5X (Onboard),8448 MHz,Không hỗ trợ nâng cấp,1 TB SSD M.2 PCIe,340563
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5600 MHz,32 GB,1 TB SSD NVMe PCIe Gen 4,341564
8 GB,DDR4 (1 khe 8 GB + 1 khe rời),2666 MHz,16 GB,"['512 GB SSD NVMe PCIe', 'Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2 TB)']",309243
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,96 GB,"['1 TB SSD NVMe PCIe Gen 4', 'Hỗ trợ thêm 1 khe SSD NVMe PCIe Gen 5']",325583
32 GB,LPDDR5X (Onboard),8400 MHz,Không hỗ trợ nâng cấp,"1 TB SSD M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",339660
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5200 MHz,16 GB,1 TB SSD M.2 PCIe,329851
16 GB,LPDDR5X (Onboard),7467 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe,334797
16 GB,LPDDR5X (Onboard),6400 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",335181
16 GB,DDR5 (1 khe 16 GB + 1 khe rời),5600 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",340488
16 GB,DDR5 (1 khe RAM),5200 MHz,32 GB,512 GB SSD NVMe PCIe,339689
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5600 MHz,32 GB,"['512 GB SSD NVMe M.2 PCIe Gen 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242))', 'Hỗ trợ thêm 1 khe cắm SSD NVMe M.2 PCIe Gen 4.0 mở rộng (2280)']",342495
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,96 GB,"['2 TB SSD NVMe PCIe', 'Hỗ trợ thêm 1 khe SSD NVMe PCIe Gen 5']",325575
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,32 GB,"['1 TB SSD NVMe M.2 PCIe Gen 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242))', 'Hỗ trợ thêm 1 khe cắm SSD NVMe M.2 PCIe Gen 4.0 mở rộng (2280)']",342497
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,32 GB,1 TB SSD NVMe PCIe Gen 4 x 4,341566
32 GB,LPDDR5X (Onboard),8533 MHz,Không hỗ trợ nâng cấp,1 TB SSD NVMe PCIe Gen 4,332350
32 GB,LPDDR5X (Onboard),8533 MHz,Không hỗ trợ nâng cấp,1 TB SSD NVMe PCIe Gen 4,332352
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5600 MHz,16 GB,1 TB SSD NVMe M.2 PCIe,341565
64 GB,DDR5 (1 khe 32 GB + 1 khe 32 GB),6400 MHz,96 GB,"['2 x SSD 2 TB NVMe PCIe Gen 4x4', '2 TB SSD NVMe PCIe Gen 5x4', 'Hỗ trợ thêm 1 khe SSD NVMe PCIe Gen 5']",335010
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,32 GB,1 TB SSD M.2 PCIe,341567
64 GB,DDR5 (1 khe 32 GB + 1 khe 32 GB),6400 MHz,96 GB,"['2 TB SSD NVMe PCIe Gen 5x4', '2 TB SSD NVMe PCIe Gen 4x4']",335112
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,96 GB,2 TB SSD NVMe PCIe Gen 4x4,335113
16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),2660 MHz,16 GB,512 GB SSD NVMe M.2 PCIe (2230/2280),342756
16 GB,Hãng không công bố,Hãng không công bố,Không hỗ trợ nâng cấp,256 GB SSD,342024
8 GB,Hãng không công bố,Hãng không công bố,Không hỗ trợ nâng cấp,256 GB SSD,231244
16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),3200 MHz,64 GB,"['512 GB SSD NVMe M.2 PCIe Gen 4 (Có thể tháo ra, lắp thanh khác tối đa 4 TB)', 'Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng']",342942
16 GB,DDR4 (1 khe 16 GB + 1 khe rời),3200 MHz,64 GB,"512 GB SSD M.2 NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",342755
16 GB,DDR5 (1 khe 16 GB + 1 khe rời),5600 MHz,32 GB,"['Hỗ trợ thêm 1 khe cắm SSD NVMe M.2 PCIe Gen 4.0 mở rộng (nâng cấp tối đa 1 TB (2242))', '512 GB SSD NVMe M.2 PCIe Gen 4.0 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242))']",342507
16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),3200 MHz,16 GB,1 TB SSD NVMe M.2 PCIe,341621
16 GB,DDR5 (1 khe 16 GB + 1 khe rời),5600 MHz,32 GB,"['Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB (2280))', '1 TB SSD M.2 NVMe PCIe Gen 4 x 4 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242) / 1 TB (2280))']",342519
16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),3200 MHz,64 GB,"512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 4 TB (2280))",342941
4 GB,LPDDR4X (Onboard),2933 MHz,Không hỗ trợ nâng cấp,eMMC 32 GB,328599
36 GB,Hãng không công bố,Hãng không công bố,Hãng không công bố,1 TB SSD,332451
24 GB,Hãng không công bố,Hãng không công bố,Không hỗ trợ nâng cấp,256 GB SSD,335366
16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),3200 MHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",341622
16 GB,DDR4 (8 GB onboard + 1 khe 8 GB),3200 MHz,24 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",305009
16 GB,LPDDR5 (Onboard),7467 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",331523
24 GB,Hãng không công bố,Hãng không công bố,Hãng không công bố,1 TB SSD,331567
32 GB,Hãng không công bố,Hãng không công bố,Không hỗ trợ nâng cấp,256 GB SSD,335369
32 GB,LPDDR5X (Onboard),8533 MHz,Không hỗ trợ nâng cấp,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",339558
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,96 GB,512 GB SSD NVMe PCIe Gen 4.0,341613
4 GB,LPDDR4X (Onboard),2933 MHz,Không hỗ trợ nâng cấp,eMMC 32 GB,328598
16 GB,LPDDR5 (Onboard),7467 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",331522
16 GB,Hãng không công bố,Hãng không công bố,Hãng không công bố,512 GB SSD,332448
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),5600 MHz,64 GB,"1 TB SSD NVMe PCIe Gen 4 x 4 (Có thể tháo ra, lắp thanh khác nâng cấp tối đa 4 TB)",334694
32 GB,LPDDR5 (Onboard),8448 MHz,Không hỗ trợ nâng cấp,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",337040
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),4800 MHz,64 GB,"1 TB SSD NVMe PCIe Gen 4 x 4 (Có thể tháo ra, lắp thanh khác nâng cấp tối đa 4 TB)",337844
16 GB,LPDDR5X (Onboard),7500 MHz,Không hỗ trợ nâng cấp,512 GB SSD NVMe PCIe Gen 4.0,339235
24 GB,LPDDR5X (Onboard),8000 MHz,Không hỗ trợ nâng cấp,1 TB SSD NVMe PCIe Gen 4,339236
32 GB,LPDDR5X (Onboard),8533 MHz,Không hỗ trợ nâng cấp,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",341269
32 GB,LPDDR5X (Onboard),8533 MHz,32 GB,1 TB SSD NVMe M.2 PCIe Gen 4.0x4 (2242),342505
8 GB,DDR5 (1 khe 8 GB + 1 khe trống),4800 MHz,32 GB,"['512 GB SSD NVMe PCIe', 'Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng']",284343
16 GB,LPDDR5X (Onboard),7467 MHz,Không hỗ trợ nâng cấp,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",332274
16 GB,DDR5 (1 khe 8 GB + 1 khe 8 GB),6400 MHz,96 GB,"['1 TB SSD NVMe PCIe Gen 4', 'Hỗ trợ thêm 1 khe SSD NVMe PCIe Gen 5']",335015
192 GB,DDR5 (mỗi khe 48 GB),4000 MHz,192 GB,3 x 2 TB SSD M.2 NVMe,335963
64 GB,DDR5 (mỗi khe 16 GB),4000 MHz,192 GB,3 x 1 TB SSD M.2 NVMe,335964
32 GB,LPDDR5X (Onboard),8533 MHz,Không hỗ trợ nâng cấp,"1 TB SSD M.2 PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",341268
32 GB,LPDDR5 (1 khe onboard),8533 MHz,32 GB,2 TB SSD NVMe PCIe Gen 4x4,341572
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,96 GB,2 TB SSD NVMe PCIe Gen 4x4,341573
32 GB,LPDDR5X (Onboard),8533 MHz,32 GB,1 TB SSD NVMe M.2 PCIe Gen 4.0x4 (2242),342504
32 GB,LPDDR5X (Onboard),8400 MHz,32 GB,"1 TB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB M.2 2280 PCIe Gen 4x4 NVMe)",342508
24 GB,DDR5 (1 khe 12 GB + 1 khe 12 GB),4800 MHz,32 GB,"1 TB SSD M.2 NVMe PCIe Gen 4 x 4 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242) / 1 TB (2280))",342517
24 GB,DDR5 (1 khe 24 GB + 1 khe trống),5600 MHz,32 GB,"1 TB SSD M.2 NVMe PCIe Gen 4 x 4 (Có thể tháo ra, lắp thanh khác tối đa 1 TB (2242) / 1 TB (2280))",342523
32 GB,DDR5 (1 khe 16 GB + 1 khe 16 GB),5600 MHz,32 GB,"['Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB (2280))', '512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 1 TB (2280))']",342721
16 GB,DDR4 (1 khe 8 GB + 1 khe 8 GB),3200 MHz,16 GB,"512 GB SSD PCIe M.2 (2280) (Có thể tháo rời, lắp thanh khác tối đa 1 TB (2280))",342725
